testname,SGA,RGA,IGA
e13,32691.599000,85519.653000,123348.774000
e14,40639.443000,85327.022000,197528.927000
e15,60801.931000,115812.631000,244484.962000
e16,13405.046000,110699.752000,165225.748000
e17,13385.486000,115784.720000,176633.710000
e18,49939.119000,176686.381000,200758.086000
e19,55613.437000,202007.472000,200524.695000
e20,74093.982000,208607.487000,304054.376000
berlin52,1734.111000,4410.661000,9902.926000
brasil58,2223.368000,5316.996000,11595.865000
world666,49887.378000,184733.801000,349232.206000
p455,38028.192000,67805.168000,94545.258000
p456,39538.806000,70224.549000,89421.236000
p457,38296.395000,70649.498000,99948.981000
p458,38649.546000,69157.006000,99333.904000
p459,39921.147000,68371.900000,96713.170000
p460,40189.808000,68249.976000,93493.023000
p461,40564.155000,9137.290000,20395.094000
p463,167619.976000,270306.658000,506492.380000
p464,149767.191000,272974.479000,467669.874000
i080-001,1366.759000,2716.365000,4395.351000
i080-002,1321.829000,2880.179000,4162.247000
i080-003,1349.468000,2764.957000,4074.060000
i080-004,1470.276000,2877.009000,4243.014000
i080-005,1318.350000,2760.790000,4035.630000
i080-011,1097.430000,2579.469000,3923.139000
i080-012,1180.574000,2620.438000,3819.355000
i080-013,1202.573000,2639.604000,3940.744000
i080-014,1211.930000,2691.029000,3878.253000
i080-015,1216.880000,2748.779000,3942.847000
i080-021,1595.406000,5598.262000,9140.210000
i080-022,1554.329000,5606.598000,9341.978000
i080-023,1652.137000,5693.167000,9341.457000
i080-024,1594.966000,5615.993000,9235.068000
i080-025,1548.443000,5731.369000,8642.970000
i080-031,1225.170000,2593.246000,3549.350000
i080-032,1378.042000,2897.875000,4084.720000
i080-033,1307.459000,2602.477000,3721.112000
i080-034,1240.567000,2473.949000,3511.140000
i080-035,1379.665000,2544.064000,3979.829000
i080-041,1365.115000,3332.916000,4873.839000
i080-042,1364.569000,3286.146000,5073.983000
i080-043,1414.361000,3362.387000,4951.990000
i080-044,1361.620000,3237.904000,4922.601000
i080-045,1394.923000,3202.332000,4880.629000
i080-101,1519.600000,3157.766000,4650.669000
i080-102,1445.030000,2925.419000,4599.893000
i080-103,1587.070000,3458.195000,4725.595000
i080-104,1612.387000,3304.444000,4728.473000
i080-105,1368.069000,2820.468000,4327.395000
i080-111,1382.500000,2847.928000,4597.754000
i080-112,1357.696000,2981.843000,4125.776000
i080-113,1214.395000,2867.291000,4099.461000
i080-114,1211.909000,2823.043000,3914.363000
i080-115,1251.400000,2980.786000,4139.486000
i080-121,1627.280000,6270.702000,9120.301000
i080-122,1513.746000,6440.556000,8682.652000
i080-123,1680.008000,5933.207000,9010.644000
i080-124,1556.066000,6280.079000,9033.571000
i080-125,1503.823000,7099.166000,9174.208000
i080-131,1267.897000,3100.969000,4048.556000
i080-132,1318.158000,3164.538000,3897.635000
i080-133,1249.187000,3218.908000,3784.449000
i080-134,1258.495000,3312.118000,3893.931000
i080-135,1300.583000,3294.770000,3871.898000
i080-141,1478.187000,4344.987000,5334.141000
i080-142,1400.033000,4131.265000,5175.633000
i080-143,1356.949000,4134.047000,4953.739000
i080-144,1431.364000,3966.823000,5180.731000
i080-145,1444.259000,4275.728000,5216.384000
i080-201,1628.115000,4187.256000,5697.894000
i080-202,1658.711000,4191.925000,5279.819000
i080-203,1615.176000,3902.539000,5103.565000
i080-204,1738.709000,4083.577000,5414.864000
i080-205,1786.478000,4062.799000,5607.857000
i080-211,1593.283000,3811.367000,4510.442000
i080-212,1664.932000,3394.910000,4996.297000
i080-213,1566.954000,3551.322000,5001.020000
i080-214,1618.924000,3554.602000,4809.695000
i080-215,1541.989000,3476.138000,4680.417000
i080-221,1681.197000,6694.682000,9300.899000
i080-222,1832.240000,6617.739000,9729.814000
i080-223,1898.872000,6693.017000,9353.176000
i080-224,1790.098000,7006.192000,9394.216000
i080-225,1631.150000,6987.331000,9294.587000
i080-231,1650.060000,4337.602000,5107.853000
i080-232,1597.912000,4807.821000,4923.323000
i080-233,1571.363000,4756.443000,4567.788000
i080-234,1563.384000,4352.791000,4615.310000
i080-235,1678.357000,4853.467000,4910.006000
i080-241,1738.399000,5143.907000,5730.914000
i080-242,1670.501000,4929.281000,5718.389000
i080-243,1681.771000,6532.602000,5952.831000
i080-244,1699.106000,6394.262000,5879.650000
i080-245,1765.567000,4345.333000,5796.880000
i080-301,1803.761000,4440.879000,5529.158000
i080-302,1895.003000,4594.404000,5949.016000
i080-303,1881.976000,4264.149000,5856.106000
i080-304,2083.052000,4181.993000,5587.247000
i080-305,2017.433000,4577.261000,5992.761000
i080-311,1629.205000,4173.557000,5257.229000
i080-312,1701.055000,3828.120000,5094.206000
i080-313,1679.240000,3821.897000,5017.644000
i080-314,1590.337000,3920.713000,5230.836000
i080-315,1649.131000,3639.664000,5876.904000
i080-321,2049.850000,6720.072000,9412.572000
i080-322,1833.473000,6659.096000,9624.685000
i080-323,1751.983000,6564.703000,9572.541000
i080-324,1700.002000,6948.901000,9878.119000
i080-325,1789.081000,7412.212000,9892.444000
i080-331,1706.292000,4039.405000,5264.515000
i080-332,1717.325000,4186.753000,5673.218000
i080-333,1659.159000,5323.358000,5742.943000
i080-334,1908.417000,4248.306000,5382.972000
i080-335,2199.422000,3669.614000,5144.138000
i080-341,2077.570000,4268.229000,5995.214000
i080-342,1893.501000,4103.670000,6153.326000
i080-343,1782.294000,4067.670000,5938.111000
i080-344,1788.856000,4191.473000,5990.332000
i080-345,1885.766000,4125.022000,5875.369000
i160-001,1686.693000,3626.253000,5436.466000
i160-002,1703.215000,3343.259000,4514.050000
i160-003,1795.306000,3294.655000,5220.633000
i160-004,1849.905000,3379.601000,5158.814000
i160-005,1667.590000,4229.183000,5246.885000
i160-011,1628.189000,3921.006000,5717.740000
i160-012,1555.280000,3978.380000,5798.820000
i160-013,1486.993000,4119.987000,5537.204000
i160-014,1543.484000,4253.979000,5793.728000
i160-015,1560.449000,4108.232000,5877.885000
i160-021,3099.518000,14437.948000,25026.881000
i160-022,3385.364000,14362.220000,23698.855000
i160-023,3079.320000,14713.133000,24158.445000
i160-024,3144.507000,15101.081000,23718.317000
i160-025,4740.417000,14654.760000,24226.478000
i160-031,1325.950000,2863.151000,4139.713000
i160-032,1570.264000,3196.507000,4663.339000
i160-033,1270.551000,2785.798000,3990.741000
i160-034,1293.275000,4463.745000,4646.220000
i160-035,1302.797000,3276.030000,4350.537000
i160-041,1838.981000,6858.742000,9688.548000
i160-042,1827.950000,5743.597000,10202.299000
i160-043,1714.302000,6059.235000,9674.635000
i160-044,1850.309000,6437.067000,9732.096000
i160-045,1847.834000,6956.931000,9825.537000
i160-101,1784.201000,4140.358000,5509.447000
i160-102,1866.903000,4094.770000,5674.267000
i160-103,1955.813000,4196.067000,5795.303000
i160-104,2179.362000,4780.109000,5973.987000
i160-105,1713.743000,4025.958000,5340.411000
i160-111,1777.887000,4187.338000,6619.433000
i160-112,1813.278000,4139.033000,6801.064000
i160-113,1691.438000,4329.922000,6741.373000
i160-114,1672.264000,4387.249000,6716.206000
i160-115,1687.651000,4415.687000,6464.073000
i160-121,2968.707000,15977.168000,23820.301000
i160-122,3354.159000,15556.406000,24119.850000
i160-123,3076.525000,15843.441000,21453.938000
i160-124,3387.248000,17525.900000,21564.805000
i160-125,3380.831000,16444.955000,22284.881000
i160-131,1407.108000,3419.732000,3976.710000
i160-132,1447.063000,3584.999000,4352.736000
i160-133,1594.753000,3395.922000,4040.371000
i160-134,1507.633000,3691.646000,4408.039000
i160-135,1539.235000,3585.666000,4708.824000
i160-141,1948.434000,7251.184000,9072.204000
i160-142,1987.679000,6498.428000,8301.944000
i160-143,1920.205000,7327.787000,8925.892000
i160-144,1966.468000,7399.867000,8677.498000
i160-145,2118.801000,6535.410000,8792.925000
i160-201,2132.822000,5206.397000,6597.700000
i160-202,2251.677000,5320.449000,6528.214000
i160-203,2170.004000,5569.572000,6412.143000
i160-204,2290.883000,5150.390000,6597.105000
i160-205,2194.426000,4697.544000,6097.919000
i160-211,2282.078000,5050.137000,6802.494000
i160-212,2257.660000,4876.455000,6746.888000
i160-213,2514.970000,4899.218000,7959.025000
i160-214,2739.468000,5570.417000,7172.852000
i160-215,2421.048000,4931.443000,6645.269000
i160-221,4185.913000,15586.252000,21703.374000
i160-222,4367.756000,15158.330000,22216.588000
i160-223,4241.798000,14970.007000,22904.313000
i160-224,4610.756000,15261.931000,22368.708000
i160-225,3573.650000,14625.476000,22612.999000
i160-231,2019.732000,3980.848000,4923.980000
i160-232,2093.568000,3920.809000,5750.509000
i160-233,1925.601000,4011.867000,5906.767000
i160-234,2072.700000,3918.563000,5408.071000
i160-235,2168.725000,4029.218000,5386.744000
i160-241,2640.399000,7298.107000,9834.120000
i160-242,2654.247000,6712.469000,9765.593000
i160-243,2652.815000,6851.633000,9552.894000
i160-244,2518.370000,6626.161000,9239.411000
i160-245,2665.518000,6835.271000,9771.042000
i160-301,2789.365000,5660.992000,8617.416000
i160-302,3090.407000,5780.318000,7764.351000
i160-303,2991.523000,5719.747000,7746.726000
i160-304,2955.264000,6024.948000,7963.062000
i160-305,2941.880000,5526.058000,7804.092000
i160-311,3301.813000,6259.059000,8132.736000
i160-312,3045.072000,5598.834000,7896.615000
i160-313,2766.600000,5755.415000,7989.684000
i160-314,3005.317000,5667.835000,7986.169000
i160-315,2880.325000,5639.803000,7833.542000
i160-321,4350.443000,15975.684000,23801.249000
i160-322,4218.396000,15289.293000,23529.463000
i160-323,4582.940000,15545.530000,23345.324000
i160-324,4160.443000,14865.131000,23659.480000
i160-325,4063.057000,15248.822000,31528.113000
i160-331,2370.279000,4969.616000,7473.871000
i160-332,2586.641000,5482.773000,7746.141000
i160-333,2316.284000,5384.309000,7525.213000
i160-334,2374.775000,5463.850000,7170.816000
i160-335,2673.672000,5647.081000,7687.934000
i160-341,3396.099000,7943.046000,12581.012000
i160-342,3072.467000,7870.606000,11581.004000
i160-343,3153.792000,7495.422000,11265.553000
i160-344,4388.877000,7491.527000,11545.264000
i160-345,3188.385000,7458.036000,11187.189000
testname,SGA,RGA,IGA
w3c571,427730.240000,473400.229000,628934.783000
e01,4895.246000,16687.851000,22715.398000
e02,6353.826000,15064.896000,22836.596000
e03,33569.279000,76032.888000,91224.529000
e04,40308.301000,80081.219000,107314.335000
e05,60031.194000,108889.749000,151788.348000
e06,4844.489000,14304.802000,24692.627000
e07,5570.162000,16098.933000,26009.641000
e08,30277.503000,58738.212000,86475.454000
p461,40564.155000,9137.290000,20395.094000
testname,SGA,RGA,IGA
w3c571,427730.240000,473400.229000,628934.783000
e01,4895.246000,16687.851000,22715.398000
e02,6353.826000,15064.896000,22836.596000
e03,33569.279000,76032.888000,91224.529000
e04,40308.301000,80081.219000,107314.335000
e05,60031.194000,108889.749000,151788.348000
e06,4844.489000,14304.802000,24692.627000
e07,5570.162000,16098.933000,26009.641000
e08,30277.503000,58738.212000,86475.454000
p461,40564.155000,9137.290000,20395.094000
